182945	183000
183001	183260
182945	183000
183001	183230
182945	183000
183001	183200
182945	183000
183001	183170
182945	183000
183001	183140
182945	183000
183001	183110
182945	183000
183001	183080
182945	183000
183001	183050
198344	198425
198427	198619
198344	198425
198427	198522
198344	198813
198621	198716
198524	198716
198344	198425
198718	198910
198427	198619
198344	198425
198718	198813
198427	198522
198344	198522
198912	199062
198621	198771
198815	198910
198524	198619
198344	198480
198912	198965
198621	198674
198815	198868
198524	198577
198362	198425
199041	199104
198750	199104
198459	198842
198847	199007
198556	198716
198944	199007
198653	198716
199009	199104
198718	198910
198427	198619
199106	199159
198344	198425
199281	199441
199009	199159
198718	198813
198427	198522
199106	199159
198344	198551
199281	199344
198912	199007
198621	198716
199346	199470
198815	198939
198524	198648
199443	199538
198344	198425
199281	199373
198992	199110
198701	198813
198410	198522
199089	199159
199523	199635
198912	199013
198621	198722
199346	199441
198815	198910
198524	198619
199443	199544
198344	198431
199281	199344
199219	199276
199492	199632
198961	199101
198670	198810
198379	198519
199058	199159
199833	199885
199767	199876
198912	199004
198621	198713
199346	199438
198815	198907
198524	198616
199443	199535
198344	198422
199281	199341
199878	200070
199492	199635
198961	199137
198670	198813
198379	198522
199058	199159
199833	199885
199767	199885
198912	199040
198621	198749
199346	199441
198815	198910
198524	198619
199443	199571
198344	198458
199281	199344
199930	200009
200124	200203
201430	201588
201590	201768
202111	202362
252892	252973
252984	253056
252885	252964
269752	269846
269922	269979
269786	269843
269922	269982
269985	270045
269786	269915
269852	269915
270120	270188
270049	270114
269922	270229
269985	270045
269786	269846
270051	270111
269922	269979
270257	270317
269786	269843
269922	269982
270255	270320
269985	270045
270323	270383
269786	269915
270190	270258
270392	270501
269918	269982
270260	270320
269988	270045
270326	270383
270054	270163
269782	269895
269848	269916
270190	270253
270116	270183
270454	270521
269852	269961
270185	270253
270120	270183
270458	270521
270664	270728
270730	270797
269852	269915
270186	270299
270120	270188
270458	270526
270664	270727
270158	270253
270496	270567
270800	270867
270729	270798
269852	269916
270120	270183
270458	270521
270664	270791
270800	270861
269852	269909
270935	270997
270185	270247
270120	270177
270458	270515
270664	270721
282326	282434
282326	282386
282392	282471
282344	282423
282326	282375
298376	298425
298475	298536
298437	298497
298468	298518
298499	298574
298376	298425
298475	298533
298622	298678
298581	298637
298721	298858
298499	298577
298376	298425
298475	298548
298982	299031
298376	298432
298783	298832
298862	298942
298622	298678
298458	298507
299040	299120
298862	298918
298622	298682
298468	298577
298800	298858
298999	299072
298516	298577
298982	299103
298376	298425
298783	298858
298475	298548
299163	299236
298982	299031
298376	298432
298783	298832
299122	299185
298357	298432
298982	299031
298499	298548
299228	299366
299187	299236
299023	299103
298783	298832
299122	299185
298357	298435
298982	299031
298499	298548
299228	299284
299187	299236
299023	299079
298783	298832
298684	298743
298992	299062
298509	298577
299197	299267
298793	298858
298475	298538
299163	299226
298714	298779
298920	298978
298704	298822
299484	299549
298920	299021
298579	298630
298903	298952
299361	299431
299279	299349
298357	298415
299474	299541
299525	299582
298714	298771
298920	298970
298732	298798
298931	298997
299543	299609
298581	298637
299633	299682
298903	298970
299532	299582
299691	299809
299491	299541
298721	298771
298732	298822
298931	299021
299543	299634
299674	299723
299474	299523
299650	299723
299368	299431
299286	299349
298357	298415
299914	299976
299474	299523
299292	299350
298358	298416
299937	299994
299656	299713
299374	299432
298632	298682
298467	298548
299156	299236
299450	299513
298800	298858
298999	299079
298516	298577
299204	299284
299392	299523
298982	299031
299310	299366
298376	298435
298783	298832
298684	298743
298992	299062
298509	298577
299197	299267
298793	298858
300179	300242
298475	298538
299163	299226
299955	300017
299914	299994
299674	299723
299650	299713
299368	299448
299286	299407
300019	300077
298357	298432
298982	299031
298499	298548
299228	299325
299187	299236
300203	300259
299023	299103
298783	298832
299122	299185
298456	298548
299105	299154
300171	300259
298632	298682
299156	299236
300261	300324
299450	299513
298800	298858
298999	299103
298516	298577
299204	299366
299392	299448
298982	299031
299310	299489
300326	300423
298376	298432
298783	298832
299122	299185
300302	300382
299931	299994
299643	299713
300019	300077
298357	298435
298982	299031
300449	300505
298499	298548
299228	299284
299187	299236
300203	300300
299023	299079
298783	298832
298684	298743
299081	299144
298879	298978
298581	298637
299794	299861
299633	299682
299532	299590
299691	299741
299491	299634
298721	298779
298704	298822
299811	299861
299684	299741
299484	299549
300630	300688
298920	299021
299863	300004
299743	299809
300285	300365
299955	300017
299674	299723
299474	299523
299650	299730
299368	299431
300507	300570
299286	299349
300019	300076
298357	298415
300285	300334
299914	299963
299474	299530
300733	300782
298598	298661
299351	299400
300490	300539
299269	299318
300367	300416
298591	298658
300791	300851
299594	299648
300772	300855
299672	299730
300285	300334
299953	300004
299914	299963
299474	299530
300733	300782
300832	300892
298598	298661
299611	299723
298579	298630
299794	299843
300613	300662
298903	298952
299361	299431
300500	300570
299279	299349
300302	300365
299931	300017
300750	300823
300019	300076
298357	298415
300934	300985
300285	300365
299914	300017
299474	299523
300733	300823
299650	299723
299368	299431
300507	300570
299286	299349
301033	301138
300019	300076
298357	298415
300934	300985
300285	300365
299914	299995
299474	299523
300733	300814
299650	299714
299368	299431
300507	300570
299286	299349
301033	301097
300019	300076
298357	298415
300894	300951
299594	299669
300994	301052
300078	300159
300157	300218
298872	298952
299074	299144
300589	300662
298581	298630
301016	301068
299794	299843
299633	299685
302497	302558
302556	302619
302526	302621
302497	302558
302589	302652
302816	302912
302526	302652
302497	302558
302589	302652
302910	302995
302847	302912
302556	302641
302910	302962
302847	302899
302556	302608
302783	302910
302879	302973
302526	302619
302497	302558
302589	302691
302976	303028
302943	303006
302521	302586
303042	303102
302880	302940
302817	302877
302497	302556
